75768774502	515042969	6	4820234896	1	2	0	0.01562	0.01553	0.0002155	0
75768774510	6256830227	1367	4043037719	1	0	0	0.02249	0.0575	0.0004635	0
75768774522	6256943978	0	711217	1	1	0	0.006248	0.01553	0.00003815	0
75768811807	6183750753	63	1271190	2	1	0	0.125	0.03339	0.00001907	0
75769651874	6221861800	8036	5168862796	1	0	0	0.0125	0.0159	0.0004044	0
75769651893	6255532702	434	3938932309	1	0	0	0.06873	0.01193	0.0001154	0
75769651935	6256830227	1368	333938877	1	0	0	0.02249	0.0575	0.0004635	0
75769651978	6256830227	1369	4043130100	1	0	0	0.02249	0.0575	0.0004635	0
75769651993	6256943829	0	4100274288	1	2	0	0.006248	0.01244	0.00003815	0
75769706555	6256606278	343	257335555	4	0	0	0.009369	0.01663	0.0006943	0
75769706778	6183750753	14	1270372	2	1	0	0.125	0.03339	0.00001907	0
75769706786	6249834537	441	1270372	2	0	0	0.05627	0.0202	0.00007725	0
75770498234	5495695565	0	854208739	1	0	0	0.05627	0.007767	0.0003862	0
75770498252	5495695565	2	1338899	1	0	0	0.05627	0.007767	0.0003862	0
75770523240	6183750753	11	4802905544	2	1	0	0.125	0.03339	0.00001907	0
75770523248	6238340468	68	4802905544	2	1	0	0.0625	0.03961	0.00003815	0
75770523364	6256861974	20	17504087	4	0	0	0.0125	0.01636	0.001131	0
75770523493	4374347510	1	1271876	2	0	0	0.0625	0.0159	0.00003815	0
75770523501	6183750753	26	1271876	2	1	0	0.125	0.03339	0.00001907	0
75770523580	6238340468	1307	797771669	2	1	0	0.0625	0.03961	0.00003815	0
75770523589	6238340468	1572	797771669	2	1	0	0.0625	0.03961	0.00003815	0
75770523598	6238340468	2057	797771669	2	1	0	0.0625	0.03961	0.00003815	0
75770523633	6256219415	11	903245	4	0	0	0.0125	0.01247	0.001131	0
75770523844	6256933688	0	3583149260	4	0	0	0.007256	0.01143	0.000009537	0
75770523864	6256933688	1	336074027	5	0	0	0.007256	0.01143	0.000009537	0
75770523874	6256933788	5	1149939272	5	0	0	0.009369	0.01111	0.000009537	0
75770523884	6256933788	6	2851863	5	0	0	0.009369	0.01111	0.000009537	0
75770523894	6256933788	8	1436491838	5	0	0	0.009369	0.01111	0.000009537	0
75770523904	6256933788	9	793168500	5	0	0	0.009369	0.01111	0.000009537	0
75770523914	6256933788	21	1436387371	5	0	0	0.009369	0.01111	0.000009537	0
75770523924	6256933788	25	682460	5	0	0	0.009369	0.01111	0.000009537	0
75770523934	6256934212	0	708500956	5	2	0	0.006248	0.0159	0.00003815	0
75770524429	6255532702	655	4802885186	2	0	0	0.06873	0.01193	0.0001154	0
75770524439	6238340468	2583	4802885186	2	1	0	0.0625	0.03961	0.00003815	0
75771360581	515042969	10	1269058	1	2	0	0.01562	0.01553	0.0002155	0
75771360590	6249834537	441	4802885186	1	0	0	0.05627	0.0202	0.00007725	0
75771398109	6256932523	8	4477658298	4	0	0	0.009369	0.006851	0.0007534	0
75771398115	6256932238	41	4477658298	4	0	0	0.0125	0.006729	0.0007534	0
